,case:concept:name,concept:name,time:timestamp
0,Application_1037129838,A_Create Application,2016-06-16T09:46:40.115000+0000
1,Application_1037129838,W_Validate application,2016-06-20T18:17:40.230000+0000
2,Application_1037129838,W_Complete application,2016-06-16T09:46:40.136000+0000
3,Application_1037129838,W_Call after offers,2016-06-16T09:55:05.916000+0000
4,Application_1037129838,W_Call after offers,2016-06-22T09:03:31.742000+0000
5,Application_1037129838,O_Create Offer,2016-06-16T09:54:53.756000+0000
6,Application_1037129838,O_Created,2016-06-16T09:54:55.044000+0000
7,Application_1037129838,W_Validate application,2016-06-22T09:04:46.923000+0000
8,Application_1037129838,W_Call after offers,2016-06-20T18:18:13.673000+0000
9,Application_1037129838,A_Complete,2016-06-16T09:55:05.918000+0000
10,Application_1037129838,A_Concept,2016-06-16T09:46:40.141000+0000
11,Application_1037129838,W_Call after offers,2016-06-16T09:55:05.914000+0000
12,Application_1037129838,W_Validate application,2016-06-24T12:14:40.850000+0000
13,Application_1037129838,W_Complete application,2016-06-16T09:46:40.132000+0000
14,Application_1037129838,O_Accepted,2016-06-16T09:55:05.907000+0000
15,Application_1037129838,W_Call after offers,2016-06-22T09:03:31.713000+0000
16,Application_1037129838,A_Accepted,2016-06-16T09:50:30.470000+0000
17,Application_1037129838,O_Returned,2016-06-22T09:03:35.583000+0000
18,Application_1037129838,W_Validate application,2016-06-24T05:16:36.256000+0000
19,Application_1037129838,W_Validate application,2016-06-22T09:03:31.746000+0000
20,Application_1037129838,O_Sent (mail and online),2016-06-16T09:55:05.892000+0000
21,Application_1037129838,W_Validate application,2016-06-24T12:13:58.744000+0000
22,Application_1037129838,A_Validating,2016-06-22T09:03:32.769000+0000
23,Application_1037129838,W_Complete application,2016-06-24T12:14:40.840000+0000
24,Application_1037129838,A_Pending,2016-06-24T12:14:40.846000+0000
25,Application_1037129838,W_Validate application,2016-06-24T05:16:31.162000+0000
26,Application_1037129838,W_Validate application,2016-06-24T11:27:13.652000+0000
27,Application_1037129838,W_Validate application,2016-06-24T11:46:32.851000+0000
28,Application_1037129838,W_Call after offers,2016-06-16T10:00:51.151000+0000
29,Application_1065478710,A_Create Application,2016-03-15T14:43:10.241000+0000
30,Application_1065478710,W_Validate application,2016-04-11T08:27:19.668000+0000
31,Application_1065478710,W_Call after offers,2016-03-15T14:45:37.511000+0000
32,Application_1065478710,O_Sent (mail and online),2016-03-15T14:45:37.468000+0000
33,Application_1065478710,W_Call after offers,2016-03-22T08:02:35.091000+0000
34,Application_1065478710,O_Create Offer,2016-03-15T14:45:20.575000+0000
35,Application_1065478710,O_Create Offer,2016-04-11T15:33:47.667000+0000
36,Application_1065478710,A_Accepted,2016-03-15T14:43:10.261000+0000
37,Application_1065478710,W_Complete application,2016-03-15T14:45:37.496000+0000
38,Application_1065478710,W_Complete application,2016-03-15T14:43:10.259000+0000
39,Application_1065478710,W_Call after offers,2016-03-15T14:45:37.519000+0000
40,Application_1065478710,W_Validate application,2016-04-11T08:27:20.631000+0000
41,Application_1065478710,A_Validating,2016-04-12T08:52:36.119000+0000
42,Application_1065478710,O_Returned,2016-04-11T08:27:28.518000+0000
43,Application_1065478710,W_Call after offers,2016-03-19T10:30:07.258000+0000
44,Application_1065478710,W_Call after offers,2016-03-22T08:02:22.134000+0000
45,Application_1065478710,A_Concept,2016-03-15T14:44:42.358000+0000
46,Application_1065478710,W_Call after offers,2016-04-11T08:27:19.638000+0000
47,Application_1065478710,W_Complete application,2016-03-15T14:43:10.255000+0000
48,Application_1065478710,W_Validate application,2016-04-11T08:27:19.671000+0000
49,Application_1065478710,A_Complete,2016-03-15T14:45:37.521000+0000
50,Application_1065478710,W_Call after offers,2016-03-19T10:28:55.034000+0000
51,Application_1065478710,O_Refused,2016-04-12T08:58:21.690000+0000
52,Application_1065478710,O_Created,2016-03-15T14:45:22.231000+0000
53,Application_1065478710,W_Validate application,2016-04-12T08:58:21.710000+0000
54,Application_1065478710,O_Sent (online only),2016-04-11T15:34:05.435000+0000
55,Application_1065478710,W_Validate application,2016-04-12T05:23:01.701000+0000
56,Application_1065478710,O_Created,2016-04-12T05:23:08.843000+0000
57,Application_1065478710,W_Call after offers,2016-03-15T14:50:41.618000+0000
